Type,Datetime,Account,Amount,Value,Rate,Fee,Sub Type
Market,"Jun. 14, 2019, 01:00 PM",Main Account,0.04000000 BTC,298.72 EUR,7468.00 EUR,0.75000 EUR,Sell
Market,"Jun. 14, 2019, 01:00 PM",Main Account,0.03000000 BTC,224.04 EUR,7468.00 EUR,0.57000 EUR,Sell
Market,"Jun. 14, 2019, 01:00 PM",Main Account,0.02000000 BTC,149.36 EUR,7468.00 EUR,0.38000 EUR,Sell
Market,"Jun. 15, 2019, 03:41 PM",Main Account,0.10000000 BTC,786.10 EUR,7861.00 EUR,1.97000 EUR,Sell
Market,"Jun. 16, 2019, 05:54 AM",Main Account,0.04900000 BTC,405.48 EUR,8275.00 EUR,1.02000 EUR,Sell
Market,"Jun. 16, 2019, 08:08 PM",Main Account,0.00454564 BTC,36.05 EUR,7930.00 EUR,0.10000 EUR,Buy
Market,"Jun. 16, 2019, 08:08 PM",Main Account,0.05402867 BTC,428.45 EUR,7930.00 EUR,1.08000 EUR,Buy
Market,"Jun. 16, 2019, 08:12 PM",Main Account,0.00479258 BTC,37.67 EUR,7861.00 EUR,0.10000 EUR,Buy
Market,"Jun. 16, 2019, 08:12 PM",Main Account,0.06873269 BTC,540.31 EUR,7861.00 EUR,1.36000 EUR,Buy
Market,"Jun. 17, 2019, 10:46 AM",Main Account,0.00479258 BTC,39.66 EUR,8275.00 EUR,0.10000 EUR,Sell
Market,"Jun. 17, 2019, 10:46 AM",Main Account,0.06873269 BTC,568.76 EUR,8275.00 EUR,1.43000 EUR,Sell
Market,"Jun. 20, 2019, 08:05 PM",Main Account,0.00454564 BTC,38.60 EUR,8492.00 EUR,0.10000 EUR,Sell
Market,"Jun. 20, 2019, 08:05 PM",Main Account,0.05402867 BTC,458.81 EUR,8492.00 EUR,1.15000 EUR,Sell
Market,"Jun. 21, 2019, 11:37 AM",Main Account,0.02235192 BTC,194.80 EUR,8715.00 EUR,0.49000 EUR,Sell
Market,"Jun. 21, 2019, 07:30 PM",Main Account,0.00116708 BTC,10.17 EUR,8710.00 EUR,0.03000 EUR,Buy
Market,"Jun. 21, 2019, 07:33 PM",Main Account,0.01679518 BTC,146.29 EUR,8710.00 EUR,0.37000 EUR,Buy
Market,"Jun. 21, 2019, 07:38 PM",Main Account,0.04425007 BTC,385.42 EUR,8710.00 EUR,0.97000 EUR,Buy
Market,"Jun. 22, 2019, 01:39 AM",Main Account,0.00116708 BTC,10.70 EUR,9168.00 EUR,0.03000 EUR,Sell
Market,"Jun. 22, 2019, 01:39 AM",Main Account,0.00613496 BTC,56.25 EUR,9168.00 EUR,0.15000 EUR,Sell
Market,"Jun. 22, 2019, 01:39 AM",Main Account,0.01066022 BTC,97.73 EUR,9168.00 EUR,0.25000 EUR,Sell
Market,"Jun. 22, 2019, 01:39 AM",Main Account,0.04423978 BTC,405.59 EUR,9168.00 EUR,1.02000 EUR,Sell
Market,"Jun. 22, 2019, 01:39 AM",Main Account,0.00001029 BTC,0.09 EUR,9168.00 EUR,0.01000 EUR,Sell
Market,"Jun. 22, 2019, 01:39 AM",Main Account,0.04500000 BTC,412.83 EUR,9174.00 EUR,1.04000 EUR,Sell
Market,"Jun. 22, 2019, 09:56 AM",Main Account,0.06458045 BTC,622.10 EUR,9633.00 EUR,1.56000 EUR,Sell
Market,"Jun. 22, 2019, 12:07 PM",Main Account,0.00460722 BTC,44.69 EUR,9699.00 EUR,0.12000 EUR,Sell
Market,"Jun. 22, 2019, 12:10 PM",Main Account,0.04717868 BTC,457.59 EUR,9699.00 EUR,1.15000 EUR,Sell
Market,"Jun. 22, 2019, 10:08 PM",Main Account,0.06000000 BTC,550.08 EUR,9168.00 EUR,1.38000 EUR,Buy
Market,"Jun. 23, 2019, 07:15 PM",Main Account,0.06000000 BTC,579.00 EUR,9650.00 EUR,1.45000 EUR,Sell
Market,"Jun. 23, 2019, 09:41 PM",Main Account,0.06000000 BTC,579.00 EUR,9650.00 EUR,1.45000 EUR,Buy
Market,"Jun. 24, 2019, 12:10 AM",Main Account,0.06000000 BTC,564.54 EUR,9409.00 EUR,1.42000 EUR,Buy
Market,"Jun. 25, 2019, 05:22 AM",Main Account,0.06000000 BTC,594.24 EUR,9904.00 EUR,1.49000 EUR,Sell
Market,"Jun. 25, 2019, 12:20 PM",Main Account,0.06000000 BTC,594.24 EUR,9904.00 EUR,1.49000 EUR,Buy
Market,"Jun. 25, 2019, 09:54 PM",Main Account,0.02996062 BTC,304.34 EUR,10158.00 EUR,0.77000 EUR,Sell
Market,"Jun. 25, 2019, 09:54 PM",Main Account,0.03003938 BTC,305.14 EUR,10158.00 EUR,0.77000 EUR,Sell
Market,"Jun. 26, 2019, 12:37 AM",Main Account,0.05546941 BTC,578.21 EUR,10424.00 EUR,1.45000 EUR,Sell
Market,"Jun. 26, 2019, 12:37 AM",Main Account,0.00453059 BTC,47.23 EUR,10424.00 EUR,0.12000 EUR,Sell
Market,"Jun. 26, 2019, 09:29 AM",Main Account,0.00353197 BTC,38.75 EUR,10972.00 EUR,0.10000 EUR,Buy
Market,"Jun. 26, 2019, 09:29 AM",Main Account,0.03449087 BTC,378.43 EUR,10972.00 EUR,0.95000 EUR,Buy
Market,"Jun. 26, 2019, 09:29 AM",Main Account,0.02197716 BTC,241.13 EUR,10972.00 EUR,0.61000 EUR,Buy
Market,"Jun. 26, 2019, 04:26 PM",Main Account,0.00255911 BTC,29.56 EUR,11549.00 EUR,0.08000 EUR,Sell
Market,"Jun. 26, 2019, 04:26 PM",Main Account,0.00097286 BTC,11.24 EUR,11549.00 EUR,0.03000 EUR,Sell
Market,"Jun. 26, 2019, 04:26 PM",Main Account,0.03449087 BTC,398.34 EUR,11549.00 EUR,0.96000 EUR,Sell
Market,"Jun. 26, 2019, 04:26 PM",Main Account,0.02197716 BTC,253.81 EUR,11549.00 EUR,0.61000 EUR,Sell
Market,"Jun. 26, 2019, 06:16 PM",Main Account,0.06000000 BTC,710.76 EUR,11846.00 EUR,1.71000 EUR,Buy
Market,"Jun. 26, 2019, 08:35 PM",Main Account,0.06000000 BTC,692.94 EUR,11549.00 EUR,1.67000 EUR,Buy
Market,"Jun. 26, 2019, 08:35 PM",Main Account,0.03048818 BTC,343.11 EUR,11254.00 EUR,0.83000 EUR,Buy
Market,"Jun. 26, 2019, 08:35 PM",Main Account,0.02951182 BTC,332.13 EUR,11254.00 EUR,0.80000 EUR,Buy
Market,"Jun. 26, 2019, 08:36 PM",Main Account,0.06000000 BTC,658.32 EUR,10972.00 EUR,1.58000 EUR,Buy
Market,"Jun. 26, 2019, 08:36 PM",Main Account,0.06000000 BTC,641.52 EUR,10692.00 EUR,1.54000 EUR,Buy
Market,"Jun. 26, 2019, 08:37 PM",Main Account,0.06000000 BTC,625.44 EUR,10424.00 EUR,1.51000 EUR,Buy
Market,"Jun. 26, 2019, 08:37 PM",Main Account,0.06000000 BTC,609.48 EUR,10158.00 EUR,1.47000 EUR,Buy
Market,"Jun. 26, 2019, 08:37 PM",Main Account,0.02193004 BTC,240.62 EUR,10972.00 EUR,0.58000 EUR,Sell
Market,"Jun. 26, 2019, 08:38 PM",Main Account,0.06000000 BTC,594.24 EUR,9904.00 EUR,1.43000 EUR,Buy
Market,"Jun. 26, 2019, 08:38 PM",Main Account,0.06000000 BTC,641.52 EUR,10692.00 EUR,1.54000 EUR,Sell
Market,"Jun. 26, 2019, 08:38 PM",Main Account,0.03806996 BTC,417.70 EUR,10972.00 EUR,1.01000 EUR,Sell
Market,"Jun. 26, 2019, 08:38 PM",Main Account,0.05100000 BTC,573.12 EUR,11237.59 EUR,1.38000 EUR,Sell
Market,"Jun. 26, 2019, 08:38 PM",Main Account,0.00900000 BTC,101.14 EUR,11237.59 EUR,0.25000 EUR,Sell
Market,"Jun. 26, 2019, 08:38 PM",Main Account,0.06000000 BTC,675.24 EUR,11254.00 EUR,1.63000 EUR,Sell
Market,"Jun. 26, 2019, 09:12 PM",Main Account,0.06000000 BTC,641.52 EUR,10692.00 EUR,1.54000 EUR,Buy
Market,"Jun. 26, 2019, 09:13 PM",Main Account,0.06000000 BTC,625.44 EUR,10424.00 EUR,1.51000 EUR,Buy
Market,"Jun. 26, 2019, 09:19 PM",Main Account,0.06000000 BTC,658.32 EUR,10972.00 EUR,1.58000 EUR,Sell
Market,"Jun. 26, 2019, 09:23 PM",Main Account,0.06000000 BTC,625.44 EUR,10424.00 EUR,1.51000 EUR,Buy
Market,"Jun. 26, 2019, 09:40 PM",Main Account,0.00345547 BTC,37.91 EUR,10972.00 EUR,0.10000 EUR,Sell
Market,"Jun. 26, 2019, 09:40 PM",Main Account,0.05654453 BTC,620.41 EUR,10972.00 EUR,1.49000 EUR,Sell
Market,"Jun. 26, 2019, 11:28 PM",Main Account,0.00428914 BTC,48.27 EUR,11254.00 EUR,0.12000 EUR,Sell
Market,"Jun. 26, 2019, 11:29 PM",Main Account,0.05571086 BTC,626.97 EUR,11254.00 EUR,1.51000 EUR,Sell
Market,"Jun. 27, 2019, 12:10 AM",Main Account,0.00500000 BTC,57.74 EUR,11549.00 EUR,0.14000 EUR,Sell
Market,"Jun. 27, 2019, 12:10 AM",Main Account,0.00500000 BTC,57.74 EUR,11549.00 EUR,0.14000 EUR,Sell
Market,"Jun. 27, 2019, 12:10 AM",Main Account,0.00500000 BTC,57.74 EUR,11549.00 EUR,0.14000 EUR,Sell
Market,"Jun. 27, 2019, 12:11 AM",Main Account,0.00500000 BTC,57.74 EUR,11549.00 EUR,0.14000 EUR,Sell
Market,"Jun. 27, 2019, 12:11 AM",Main Account,0.04000000 BTC,461.96 EUR,11549.00 EUR,1.11000 EUR,Sell
Market,"Jun. 27, 2019, 06:25 AM",Main Account,0.09000000 BTC,987.48 EUR,10972.00 EUR,2.37000 EUR,Buy
Market,"Jun. 27, 2019, 06:39 AM",Main Account,0.06000000 BTC,641.52 EUR,10692.00 EUR,1.54000 EUR,Buy
Market,"Jun. 27, 2019, 08:54 AM",Main Account,0.06000000 BTC,625.44 EUR,10424.00 EUR,1.51000 EUR,Buy
Market,"Jun. 27, 2019, 09:11 AM",Main Account,0.06000000 BTC,609.48 EUR,10158.00 EUR,1.47000 EUR,Buy
Market,"Jun. 27, 2019, 09:30 AM",Main Account,0.05277423 BTC,522.68 EUR,9904.00 EUR,1.26000 EUR,Buy
Market,"Jun. 27, 2019, 09:30 AM",Main Account,0.00722577 BTC,71.56 EUR,9904.00 EUR,0.18000 EUR,Buy
Market,"Jun. 27, 2019, 10:02 AM",Main Account,0.05277423 BTC,550.12 EUR,10424.00 EUR,1.33000 EUR,Sell
Market,"Jun. 27, 2019, 10:02 AM",Main Account,0.00722577 BTC,75.32 EUR,10424.00 EUR,0.19000 EUR,Sell
Market,"Jun. 27, 2019, 04:19 PM",Main Account,0.05918562 BTC,586.17 EUR,9904.00 EUR,1.41000 EUR,Buy
Market,"Jun. 27, 2019, 04:21 PM",Main Account,0.06000000 BTC,579.00 EUR,9650.00 EUR,1.39000 EUR,Buy
Market,"Jun. 27, 2019, 05:03 PM",Main Account,0.05256991 BTC,494.63 EUR,9409.00 EUR,1.19000 EUR,Buy
Market,"Jun. 27, 2019, 05:03 PM",Main Account,0.01743009 BTC,164.00 EUR,9409.00 EUR,0.40000 EUR,Buy
Market,"Jun. 27, 2019, 11:10 PM",Main Account,0.05256991 BTC,520.65 EUR,9904.00 EUR,1.25000 EUR,Sell
Market,"Jun. 27, 2019, 11:10 PM",Main Account,0.01743009 BTC,172.63 EUR,9904.00 EUR,0.42000 EUR,Sell
Market,"Jun. 28, 2019, 08:49 AM",Main Account,0.06000000 BTC,609.48 EUR,10158.00 EUR,1.47000 EUR,Sell
Market,"Jun. 28, 2019, 09:17 AM",Main Account,0.05862000 BTC,611.05 EUR,10424.00 EUR,1.47000 EUR,Sell
Market,"Jun. 28, 2019, 09:17 AM",Main Account,0.00056562 BTC,5.90 EUR,10424.00 EUR,0.02000 EUR,Sell
Market,"Jun. 28, 2019, 07:17 PM",Main Account,0.06000000 BTC,641.52 EUR,10692.00 EUR,1.54000 EUR,Sell
Market,"Jun. 30, 2019, 01:49 PM",Main Account,0.05000000 BTC,495.20 EUR,9904.00 EUR,1.19000 EUR,Buy
Market,"Jun. 30, 2019, 02:17 PM",Main Account,0.01000000 BTC,96.50 EUR,9650.00 EUR,0.24000 EUR,Buy
Market,"Jun. 30, 2019, 02:17 PM",Main Account,0.04000000 BTC,386.00 EUR,9650.00 EUR,0.93000 EUR,Buy
Market,"Jun. 30, 2019, 11:47 PM",Main Account,0.04000000 BTC,376.36 EUR,9409.00 EUR,0.91000 EUR,Buy
Market,"Jul. 01, 2019, 02:45 PM",Main Account,0.05000000 BTC,458.40 EUR,9168.00 EUR,1.11000 EUR,Buy
Market,"Jul. 02, 2019, 08:21 PM",Main Account,0.05000000 BTC,482.50 EUR,9650.00 EUR,1.16000 EUR,Sell
Market,"Jul. 03, 2019, 12:32 AM",Main Account,0.04000000 BTC,396.16 EUR,9904.00 EUR,0.96000 EUR,Sell
Market,"Jul. 03, 2019, 05:12 AM",Main Account,0.01000000 BTC,101.58 EUR,10158.00 EUR,0.25000 EUR,Sell
Market,"Jul. 03, 2019, 05:12 AM",Main Account,0.04000000 BTC,406.32 EUR,10158.00 EUR,0.98000 EUR,Sell
Market,"Jul. 03, 2019, 06:32 AM",Main Account,0.01270797 BTC,129.09 EUR,10158.00 EUR,0.31000 EUR,Buy
Market,"Jul. 03, 2019, 06:32 AM",Main Account,0.03729000 BTC,378.79 EUR,10158.00 EUR,0.91000 EUR,Buy
Market,"Jul. 03, 2019, 06:32 AM",Main Account,0.00000203 BTC,0.02 EUR,10158.00 EUR,0.01000 EUR,Buy
Market,"Jul. 03, 2019, 10:27 PM",Main Account,0.05000000 BTC,521.20 EUR,10424.00 EUR,1.26000 EUR,Sell
Market,"Jul. 04, 2019, 11:10 PM",Main Account,0.05000000 BTC,495.20 EUR,9904.00 EUR,1.19000 EUR,Buy
Market,"Jul. 05, 2019, 06:51 AM",Main Account,0.00300000 BTC,28.95 EUR,9650.00 EUR,0.07000 EUR,Buy
Market,"Jul. 05, 2019, 06:51 AM",Main Account,0.04700000 BTC,453.55 EUR,9650.00 EUR,1.09000 EUR,Buy
Market,"Jul. 05, 2019, 02:29 PM",Main Account,0.00300000 BTC,30.47 EUR,10158.00 EUR,0.08000 EUR,Sell
Market,"Jul. 05, 2019, 02:29 PM",Main Account,0.04700000 BTC,477.43 EUR,10158.00 EUR,1.15000 EUR,Sell
Market,"Jul. 05, 2019, 08:33 PM",Main Account,0.05000000 BTC,482.50 EUR,9650.00 EUR,1.16000 EUR,Buy
Market,"Jul. 06, 2019, 12:58 AM",Main Account,0.05000000 BTC,507.90 EUR,10158.00 EUR,1.22000 EUR,Sell
Market,"Jul. 06, 2019, 04:03 PM",Main Account,0.02341008 BTC,244.03 EUR,10424.00 EUR,0.59000 EUR,Sell
Market,"Jul. 06, 2019, 04:03 PM",Main Account,0.02658992 BTC,277.17 EUR,10424.00 EUR,0.67000 EUR,Sell
Market,"Jul. 06, 2019, 09:25 PM",Main Account,0.06000000 BTC,594.24 EUR,9904.00 EUR,1.43000 EUR,Buy
Market,"Jul. 08, 2019, 08:59 AM",Main Account,0.06000000 BTC,625.44 EUR,10424.00 EUR,1.51000 EUR,Sell
Market,"Jul. 08, 2019, 11:47 AM",Main Account,0.01270797 BTC,135.87 EUR,10692.00 EUR,0.33000 EUR,Sell
Market,"Jul. 08, 2019, 11:47 AM",Main Account,0.03729000 BTC,398.70 EUR,10692.00 EUR,0.96000 EUR,Sell
Market,"Jul. 08, 2019, 11:47 AM",Main Account,0.00000203 BTC,0.02 EUR,10692.00 EUR,0.01000 EUR,Sell
Market,"Jul. 08, 2019, 08:02 PM",Main Account,0.05997700 BTC,658.07 EUR,10972.00 EUR,1.58000 EUR,Sell
Market,"Jul. 08, 2019, 08:02 PM",Main Account,0.00002300 BTC,0.25 EUR,10972.00 EUR,0.01000 EUR,Sell
Market,"Jul. 09, 2019, 02:00 AM",Main Account,0.06000000 BTC,675.24 EUR,11254.00 EUR,1.63000 EUR,Sell
Market,"Jul. 10, 2019, 01:26 AM",Main Account,0.08715696 BTC,1006.58 EUR,11549.00 EUR,2.42000 EUR,Sell
Market,"Jul. 10, 2019, 01:26 AM",Main Account,0.00284304 BTC,32.83 EUR,11549.00 EUR,0.08000 EUR,Sell
Market,"Jul. 10, 2019, 03:00 PM",Main Account,0.07000000 BTC,768.04 EUR,10972.00 EUR,1.85000 EUR,Buy
Market,"Jul. 10, 2019, 07:35 PM",Main Account,0.06000000 BTC,641.52 EUR,10692.00 EUR,1.54000 EUR,Buy
Market,"Jul. 10, 2019, 08:14 PM",Main Account,0.05000000 BTC,521.20 EUR,10424.00 EUR,1.26000 EUR,Buy
Market,"Jul. 11, 2019, 04:25 AM",Main Account,0.05000000 BTC,507.90 EUR,10158.00 EUR,1.22000 EUR,Buy
Market,"Jul. 11, 2019, 08:27 PM",Main Account,0.05000000 BTC,495.20 EUR,9904.00 EUR,1.19000 EUR,Buy
Market,"Jul. 12, 2019, 10:06 AM",Main Account,0.02607864 BTC,271.84 EUR,10424.00 EUR,0.66000 EUR,Sell
Market,"Jul. 12, 2019, 10:06 AM",Main Account,0.02390000 BTC,249.13 EUR,10424.00 EUR,0.60000 EUR,Sell
Market,"Jul. 12, 2019, 10:06 AM",Main Account,0.00002136 BTC,0.22 EUR,10424.00 EUR,0.01000 EUR,Sell
Market,"Jul. 13, 2019, 06:17 PM",Main Account,0.06000000 BTC,594.24 EUR,9904.00 EUR,1.43000 EUR,Buy
Market,"Jul. 13, 2019, 08:36 PM",Main Account,0.07000000 BTC,675.50 EUR,9650.00 EUR,1.63000 EUR,Buy
Market,"Jul. 13, 2019, 10:25 PM",Main Account,0.07000000 BTC,711.06 EUR,10158.00 EUR,1.71000 EUR,Sell
Market,"Jul. 14, 2019, 09:52 AM",Main Account,0.06000000 BTC,579.00 EUR,9650.00 EUR,1.39000 EUR,Buy
Market,"Jul. 14, 2019, 11:52 AM",Main Account,0.05000000 BTC,470.45 EUR,9409.00 EUR,1.13000 EUR,Buy
Market,"Jul. 14, 2019, 03:49 PM",Main Account,0.05000000 BTC,458.40 EUR,9168.00 EUR,1.11000 EUR,Buy
Market,"Jul. 15, 2019, 12:06 AM",Main Account,0.06000000 BTC,536.34 EUR,8939.00 EUR,1.29000 EUR,Buy
Market,"Jul. 15, 2019, 02:28 PM",Main Account,0.01715293 BTC,161.39 EUR,9409.00 EUR,0.39000 EUR,Sell
Market,"Jul. 15, 2019, 02:28 PM",Main Account,0.00317993 BTC,29.92 EUR,9409.00 EUR,0.08000 EUR,Sell
Market,"Jul. 15, 2019, 02:28 PM",Main Account,0.03966714 BTC,373.23 EUR,9409.00 EUR,0.90000 EUR,Sell
Market,"Jul. 15, 2019, 06:42 PM",Main Account,0.05000000 BTC,482.50 EUR,9650.00 EUR,1.16000 EUR,Sell
Market,"Jul. 16, 2019, 04:02 PM",Main Account,0.06000000 BTC,550.08 EUR,9168.00 EUR,1.33000 EUR,Buy
Market,"Jul. 16, 2019, 04:17 PM",Main Account,0.06000000 BTC,536.34 EUR,8939.00 EUR,1.29000 EUR,Buy
Market,"Jul. 18, 2019, 04:11 PM",Main Account,0.06000000 BTC,564.54 EUR,9409.00 EUR,1.36000 EUR,Sell
Market,"Jul. 20, 2019, 04:57 PM",Main Account,0.03358000 BTC,324.05 EUR,9650.00 EUR,0.78000 EUR,Sell
Market,"Jul. 20, 2019, 04:57 PM",Main Account,0.02642000 BTC,254.95 EUR,9650.00 EUR,0.62000 EUR,Sell
Market,"Jul. 20, 2019, 11:05 PM",Main Account,0.05000000 BTC,495.20 EUR,9904.00 EUR,1.19000 EUR,Sell
Market,"Jul. 22, 2019, 02:42 PM",Main Account,0.01234411 BTC,113.17 EUR,9168.00 EUR,0.28000 EUR,Buy
Market,"Jul. 22, 2019, 02:42 PM",Main Account,0.04765589 BTC,436.91 EUR,9168.00 EUR,1.05000 EUR,Buy
Market,"Jul. 23, 2019, 06:36 AM",Main Account,0.06000000 BTC,536.34 EUR,8939.00 EUR,1.29000 EUR,Buy
Market,"Jul. 23, 2019, 06:36 AM",Main Account,0.06000000 BTC,536.34 EUR,8939.00 EUR,1.29000 EUR,Buy
Market,"Aug. 01, 2019, 08:23 PM",Main Account,0.06000000 BTC,564.54 EUR,9409.00 EUR,1.36000 EUR,Sell
Market,"Aug. 01, 2019, 08:23 PM",Main Account,0.06000000 BTC,564.54 EUR,9409.00 EUR,1.36000 EUR,Sell
Market,"Aug. 03, 2019, 02:20 AM",Main Account,0.01234411 BTC,119.12 EUR,9650.00 EUR,0.29000 EUR,Sell
Market,"Aug. 03, 2019, 02:20 AM",Main Account,0.04765589 BTC,459.88 EUR,9650.00 EUR,1.11000 EUR,Sell
Market,"Aug. 05, 2019, 01:29 AM",Main Account,0.06000000 BTC,609.48 EUR,10158.00 EUR,1.47000 EUR,Sell
Market,"Aug. 05, 2019, 02:53 AM",Main Account,0.00099178 BTC,10.34 EUR,10424.00 EUR,0.03000 EUR,Sell
Market,"Aug. 05, 2019, 02:53 AM",Main Account,0.05900822 BTC,615.10 EUR,10424.00 EUR,1.48000 EUR,Sell
Market,"Aug. 06, 2019, 06:41 AM",Main Account,0.05000000 BTC,534.60 EUR,10692.00 EUR,1.29000 EUR,Sell
Market,"Aug. 06, 2019, 10:06 AM",Main Account,0.05000000 BTC,548.60 EUR,10972.00 EUR,1.32000 EUR,Sell
Market,"Aug. 06, 2019, 10:46 AM",Main Account,0.05000000 BTC,521.20 EUR,10424.00 EUR,1.26000 EUR,Buy
Market,"Aug. 06, 2019, 09:25 PM",Main Account,0.05000000 BTC,507.90 EUR,10158.00 EUR,1.22000 EUR,Buy
Market,"Aug. 07, 2019, 01:10 PM",Main Account,0.05000000 BTC,534.60 EUR,10692.00 EUR,1.29000 EUR,Sell
Market,"Aug. 10, 2019, 11:29 AM",Main Account,0.05000000 BTC,507.90 EUR,10158.00 EUR,1.22000 EUR,Buy
Market,"Aug. 11, 2019, 09:15 AM",Main Account,0.05000000 BTC,495.20 EUR,9904.00 EUR,1.19000 EUR,Buy
Market,"Aug. 13, 2019, 04:52 PM",Main Account,0.05000000 BTC,482.50 EUR,9650.00 EUR,1.21000 EUR,Buy
Market,"Aug. 14, 2019, 02:06 AM",Main Account,0.05000000 BTC,470.45 EUR,9409.00 EUR,1.18000 EUR,Buy
Market,"Aug. 14, 2019, 05:03 PM",Main Account,0.04999485 BTC,458.35 EUR,9168.00 EUR,1.15000 EUR,Buy
Market,"Aug. 14, 2019, 05:03 PM",Main Account,0.00000515 BTC,0.05 EUR,9168.00 EUR,0.01000 EUR,Buy
Market,"Aug. 14, 2019, 11:47 PM",Main Account,0.05000000 BTC,446.95 EUR,8939.00 EUR,1.12000 EUR,Buy
Market,"Aug. 15, 2019, 04:20 AM",Main Account,0.05000000 BTC,435.50 EUR,8710.00 EUR,1.09000 EUR,Buy
Market,"Aug. 15, 2019, 08:20 PM",Main Account,0.05000000 BTC,458.40 EUR,9168.00 EUR,1.15000 EUR,Sell
Market,"Aug. 15, 2019, 10:30 PM",Main Account,0.05000000 BTC,470.45 EUR,9409.00 EUR,1.18000 EUR,Sell
Market,"Aug. 16, 2019, 06:07 AM",Main Account,0.05000000 BTC,445.50 EUR,8910.00 EUR,1.12000 EUR,Buy
Market,"Aug. 16, 2019, 03:46 PM",Main Account,0.00454947 BTC,42.81 EUR,9409.00 EUR,0.11000 EUR,Sell
Market,"Aug. 16, 2019, 03:46 PM",Main Account,0.00374009 BTC,35.19 EUR,9409.00 EUR,0.09000 EUR,Sell
Market,"Aug. 16, 2019, 03:46 PM",Main Account,0.04171044 BTC,392.45 EUR,9409.00 EUR,0.99000 EUR,Sell
Market,"Aug. 19, 2019, 07:14 AM",Main Account,0.04999485 BTC,482.45 EUR,9650.00 EUR,1.21000 EUR,Sell
Market,"Aug. 19, 2019, 07:14 AM",Main Account,0.00000515 BTC,0.05 EUR,9650.00 EUR,0.01000 EUR,Sell
Market,"Aug. 21, 2019, 04:22 AM",Main Account,0.05000000 BTC,458.40 EUR,9168.00 EUR,1.15000 EUR,Buy
Market,"Aug. 21, 2019, 12:44 PM",Main Account,0.05000000 BTC,446.95 EUR,8939.00 EUR,1.12000 EUR,Buy
Market,"Aug. 23, 2019, 01:40 PM",Main Account,0.05000000 BTC,470.45 EUR,9409.00 EUR,1.18000 EUR,Sell
Market,"Aug. 24, 2019, 09:19 AM",Main Account,0.02361200 BTC,211.07 EUR,8939.00 EUR,0.53000 EUR,Buy
Market,"Aug. 24, 2019, 09:19 AM",Main Account,0.02638800 BTC,235.88 EUR,8939.00 EUR,0.59000 EUR,Buy
Market,"Aug. 26, 2019, 12:16 AM",Main Account,0.02361200 BTC,222.17 EUR,9409.00 EUR,0.56000 EUR,Sell
Market,"Aug. 26, 2019, 12:16 AM",Main Account,0.02638800 BTC,248.28 EUR,9409.00 EUR,0.63000 EUR,Sell
Market,"Aug. 28, 2019, 06:14 PM",Main Account,0.05000000 BTC,446.95 EUR,8939.00 EUR,1.12000 EUR,Buy
Market,"Aug. 28, 2019, 06:18 PM",Main Account,0.05000000 BTC,435.50 EUR,8710.00 EUR,1.09000 EUR,Buy
Market,"Sep. 02, 2019, 05:22 PM",Main Account,0.00533025 BTC,48.87 EUR,9168.00 EUR,0.13000 EUR,Sell
Market,"Sep. 02, 2019, 05:22 PM",Main Account,0.04466975 BTC,409.53 EUR,9168.00 EUR,1.03000 EUR,Sell
Market,"Sep. 02, 2019, 08:21 PM",Main Account,0.05000000 BTC,470.45 EUR,9409.00 EUR,1.18000 EUR,Sell
